"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tiny"	"Growth"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dawnbreaker_Description"	"Every %count%th attack by Verora grants her <font color='#9370db'>Order Light</font> and heals her and the other allied hero with the lowest health percentage within %radius% range.\n<h1><font color='#9370db'>Order Light</font></h1>Each stack grants %attack_speed%%% Attack Speed and %incoming%%% Damage Reduction, stacking independently for %duration% seconds.<br>When above %line% stacks, her attacks restore a portion of her missing health."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dawnbreaker_Lore"	"The arrival of the Primordial Light eradicated the creatures of the Primordial Night."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dawnbreaker_Note0"	"<font color='#606060'>Order Light offers Damage Reduction limit at 60%%</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dawnbreaker_regen"	"▶ Base Heal:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dawnbreaker_bonus_regen"	"▶ Bonus Heal: Strength ×"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dawnbreaker_heal"	"%<br>▶ Order Light Missing Health Restore on Hit:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_dawnbreaker"	"Incarnate of Order"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_dawnbreaker_Description"	"▶ Incarnate of Order Heal Amount: %fMODIFIER_PROPERTY_TOOLTIP%<br>▶ Order Light Missing Health Restore on Hit: %fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_dawnbreaker_buff"	"Order Light"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_dawnbreaker_buff_Description"	"Increased Attack Speed by %fMODIFIER_PROPERTY_TOOLTIP%%%<br>Grants %fMODIFIER_PROPERTY_TOOLTIP%%% Damage Reduction"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_snapfire"	"Lil' Shredder"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_snapfire_Description"	"Activate the cannon on the lizard mount to quickly launch 9 armor-piercing attacks, each of which will ignore the target's 40 armor."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_snapfire_Lore"	"Beadie constantly tinkers with a design she first dreamed up plotting an exodus from her old gang."


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_marci"	"Sidekick"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_marci_Description"	"Marci infuses lifesteal to herself and the nearest hero within 1000 radius. After the attack deals damage, restore the enemy’s health by 3%% of the damage."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_marci_Lore"	"Marci learned at a young age that the best asset in a scrap is a steady companion."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_marci_Note0"	"Note:<br>he lifesteal effect calculates the lifesteal enhancement of the attacker. When there are no allies around, Marci restores life for himself."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lycan"	"Chief of the Great Wolves"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lycan_Description"	"<h1>Passive: Wolf King</h1> Lycan fights in the form of a great wolf, passively gaining status resistance and critical strike, and his movement speed will never fall below %move_min% points.<br><h1>Passive: Share the Hunt</h1> Upon killing an enemy, restores a certain amount of health to all allied heroes within %radius% radius around them."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lycan_Lore"	"Beainhol accepted the eternal curse of the werewolf, embracing his wild nature and becoming forever a slave to his lupine side."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lycan_chance"	"% Critical Strike Chance:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lycan_crit"	"% Critical Strike Multiplier:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lycan_attack"	"Base Attack Damage: Hero Level x"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lycan_heal"	"% Health Restored:"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_alchemist"	"Super Greevil’s Greed"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_alchemist_Description"	"At the end of the round, gain an additional 5%% of the settlement rewards of other allies."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_alchemist_Lore"	"Hahaha, the money is all mine."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_night_stalker"	"Hunting point"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_night_stalker_Description"	"When night comes, Night Stalker can fly, at a minimum movement speed of 550 and its attack speed increased by 30%%. "
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_night_stalker_Lore"	"It is a humbling sight to see when the mightiest of warriors become afraid of the dark."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sand_king"	"Soul of Sand"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sand_king_Description"	"Will trigger one 80%% damage earthquake every 700 range (calculated every 0.85 seconds), and after each trigger increases cooldown by 1.5 seconds (affected by cooldown reduction) and does not trigger when the cooldown is greater than 10 seconds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sand_king_Lore"	"This essential identity calls itself Crixalis, meaning 'Soul of the Sand,' but others know it as Sand King. "

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_huskar"	"Berserker"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_huskar_Description"	"Huskar's maximum health is increased by 50%%, while his maximum health remains at 70%%."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_huskar_Lore"	"After training, Huskar realized that full status on the contrary will reduce his abilities, and therefore chooses to suppress his strength."



"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_life_stealer"	"Proficiency: Intermittent Frenzy"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_life_stealer_Description"	"N'aix periodically Strong Dispels himself and enters a %duration%-second Magic Immune state, during which his movement and attack speed are increased.The higher his Magic Resistance, the shorter the interval—reaching a minimum of %interval_min% seconds at %mrs_need_max%%% Magic Resistance."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_life_stealer_Lore"	"N'aix regenerates his unholy power by parasitically consuming the lifeblood of his hosts."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_life_stealer_interval"    "Interval:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_life_stealer_speed"   "▶ Bonus Attack/Movement Speed:"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_life_stealer"	"Intermittent Frenzy"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_life_stealer_Description"	"▶ Bonus Attack/Movement Speed: %dMODIFIER_PROPERTY_TOOLTIP%Current Interval: %fMODIFIER_PROPERTY_TOOLTIP% seconds"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_rattletrap"	"Overclocking"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_rattletrap_Description" "When Auto-Cast is enabled, the next refreshable ability receives a %cd_down%%% reduction in cooldown time and incurs an additional %bonus_manacost%%% of its mana cost.\n<font color='#606060'>This talent's cooldown reduction ignores the standard cooldown reduction limit.</font>"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_rattletrap_Lore"	"What time is it?"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tusk"	"Proficiency: Walrus GOD PUNCH!"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tusk_Description"	"Ymir's next attack is guaranteed to critically strike and pierce through a portion of the target's armor. The unfortunate victim will spiral skyward, remaining airborne for %fly_time% seconds."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tusk_Lore"	"It’s not about who throws the first punch—it’s about landing the last one."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tusk_crit_mult"	"%▶ Critical Strike Multiplier:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tusk_no_armor"	"▶ Armor Penetration:"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tusk"	"Walrus God Fist"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tusk_Description"	"▶ Critical Strike Multiplier: %fMODIFIER_PROPERTY_TOOLTIP%%%▶ Armor Penetration: %fMODIFIER_PROPERTY_TOOLTIP%"


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_juggernaut"	"ward off blows"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_juggernaut_Description"	"When attacked while in attacking state, negates this damage and gains [Eye Opening], lasting %duration% seconds.\n[Eye Opening]: Attack speed and attack range reach their maximum, lasting for %count% attacks."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_juggernaut_Lore"	"Juggernaut's superb swordsmanship allows him to deal with any attack."


"modifier_heroTalent_npc_dota_hero_juggernaut_5" "Climb the dragon"
"modifier_heroTalent_npc_dota_hero_juggernaut_5_Description" "jugg swings his knife to fend off an attack. If he successfully blocks the attack this time, release the dragon, jump in place and fall, dealing full attack damage*3 to a all enemy (max 5 enemy) within 150 yards."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_clinkz"	"Death Pact"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_clinkz_Description"	"When killing a unit, you can temporarily gain 10%% of the target's attack power and 5%% of the target's health, but the attack power will not exceed your basic attack power, and the health value will not exceed five times the attack power. Disappears after round or death."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_clinkz_Lore"	"Sutherex' bond of life and death has become a part of Clinkz, and his old bones are refreshed with repetition of the pact on lesser beings."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_clinkz_Note0"	"Note:<br>No matter how higher attack damage is, it’s maximum can only be 2,000."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_viper" "Proficiency: Toxic Attack"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_viper_Description" "Viper's attacks apply <font color='#90ee90'>Poison</font> and stack debuffs that reduce the target's magic resistance. Based on the percentage of missing health of the target, the <font color='#90ee90'>Poison</font> application can be increased up to %max_index%%%."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_viper_Lore" "The deadly venom of the River Styx turns minor wounds fatal, and exhaustion leads to death."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_viper_poison" "▶ Poison Application: Hero Level × Primary Attribute ×"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_viper_magic_res_down" "%▶ Magic Resistance Reduction per Stack:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_viper_magic_res_down_max" "Maximum Stacks:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_viper_duration" "Duration:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_viper" "Toxic Attack"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_viper_Description" "▶ Poison Application: Primary Attribute × %fMODIFIER_PROPERTY_TOOLTIP%<br>▶ Magic Resistance Reduction per Stack: %fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_viper_debuff" "Toxic Attack"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_viper_debuff_Description" "Magic Resistance reduced by %fMODIFIER_PROPERTY_TOOLTIP%%%"


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_drow_ranger" "Proficiency: Precision Aura"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_drow_ranger_Description" "Traxex gains bonus agility, and the agility of allied heroes around her is also increased."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_drow_ranger_Lore" "The arrival of the Drow Ranger brings a calm presence to everyone present."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_drow_ranger_agi" "Bonus agility: Hero level ×"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_drow_ranger_aura_radius" "Aura radius:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_drow_ranger_aura_agi" "▶Aura bonus agility: Own hero level ×"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_drow_ranger" "Precision Aura"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_drow_ranger_Description" "▶Aura bonus agility: %fMODIFIER_PROPERTY_TOOLTIP% points"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_drow_ranger_effect" "Precision Aura"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_drow_ranger_effect_Description" "Gains %fMODIFIER_PROPERTY_TOOLTIP% bonus agility"


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_razor"	"Eye of the Storm"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_razor_Description"	"Razor's next attack deals additional physical damage equal to Agility * %agi_index% and reduces the target's armor by %armor% points, stacking independently for %duration% seconds, up to %max_count% stacks."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_razor_Lore"	"Master the Lightning "

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_venomancer"	"Toxin mixing"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_venomancer_Description"	"Upon attacking, unleash a toxin that afflicts a random enemy within its attack range with a virulent poison, stacking independently for a duration of %duration% seconds, capping at %max_stack% stacks. \n[Virulent Poison]: Reduces movement speed by %move_down%, and with each stack, further decreases status resistance by an additional %status_down%."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_venomancer_Lore"	"Paralyzing Poison Sting has become more powerful under the research of Venomancer. "

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_riki"	"Secret Assassin"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_riki_Description"	"Riki has no collision volume. In auto-casting status, Riki always moves behind the target instantly before launching an attack. fixed cooldown of 0.1 second. "
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_riki_Lore"	"Riki comes for you."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nyx_assassin"	"Vendetta"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nyx_assassin_Description"	"Nyx Assassin will not be stunned or silenced at night, and attack power will be increased by 30%%."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nyx_assassin_Lore"	"The scarab kills for the glory of his queen."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nyx_assassin_Note0"	"Note:<br>Excluding Infest"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_templar_assassin"	"Refraction"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_templar_assassin_Description"	"Lanaya's Refraction provides double primary attributes, does not lose its blocking performance due to excessive damage taken, and is not pierced by shield-breaking effects."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_templar_assassin_Lore"	"Manipulating her psionic veil, Lanaya bends nature's law to her will."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_vengefulspirit"	"Vengeful Spirit"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_vengefulspirit_Description"	"When an allied creep is killed by the enemy, the killer permanently receives %creep%%% increased damage, capping at %max%%%. Meanwhile, Vengeful Spirit gains an extra %creep% points to all attributes for %duration% seconds.<br><br>If the unit killed is a hero, the effect applies with a multiplier of %index% times."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_vengefulspirit_Note0" "The [Fake Death] effect affects the maximum effect of all attributes and the number of stacks obtained per trigger."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_vengefulspirit_Lore"	"A bird unable to spread its wings, a chain bound to an endless cycle."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_vengefulspirit_active"	"Avenger"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_vengefulspirit_active_Description"	"All attributes increased"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_arc_warden"	"Magnetic Field"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_arc_warden_Description"	"Allies within %radius% radius gain %evasion%% evasion chance, and every %interval% seconds have a %chance%% chance to evade all homing projectiles."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_arc_warden_Lore"	"Time and space are of little consequence to one as old as Zet."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_naga_siren"	"Song of the Siren"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_naga_siren_Description"	"Activate Song of Siren when the cooldown of the skill completes under auto casting status. All allies enter invincible status and fall into sleep, they can move, but cannot cast spells, attack or use items for 7 seconds, during which 10%% of their maximum health is restored every second."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_naga_siren_Lore"	"Slithice's powerful voice enchants leagues of opponents, while calling her Slithereen kin in a time of need."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_troll_warlord"	"Fervor"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_troll_warlord_Description"	"Gains %attack_speed% attack speed per stack when continuously attacking the same target, stacking up to %max_count% times. Losing %lose_count% stacks when switching to a different target.\nStacks are not lost for %duration% seconds after killing an enemy."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_troll_warlord_Lore"	"If at first you don't succeed, strike, strike again."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_lancer"	"Phantom Rush"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_lancer_Description"	"When issuing an attack command against targets within %min_dis% to %max_dis% units, charges at a speed of %speed% and gains %bonus_agi%% bonus Agility for %duration% seconds after the attack."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_lancer_Lore"	"Azwraith knows that on the field of battle, speed can mean everything."


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_spectre"	"Proficiency: Haunting Shadows"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_spectre_Description"	"<h1>Passive: Shadow Array</h1> Mercury gains attack armor penetration for each allied hero within %radius% range who is not invulnerable.<br><br><h1>Passive: Shadow Split</h1> When cumulative damage reaches %line%%% of her maximum health, a shadow clone is created that lasts for %duration% seconds and counts towards 'Shadow Array'.<br><br> The shadow clone performs bonus attacks on enemies <font color='#F0FFFF'>[with orb effects and attack modifiers; without split or splash]</font>."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_spectre_Lore"	"Mercury transcends human perception, and all shadows are merely her reflections."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_spectre_no_armor"	"▶Attack Armor Penetration:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_spectre"	"Haunting Shadows"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_spectre_Description"	"▶Gains %fMODIFIER_PROPERTY_TOOLTIP% attack armor penetration."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nevermore"	"Proficiency: Demon King"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nevermore_Description"	"<h1>Passive: Reign of Terror</h1> While Shadow Fiend is alive, all enemies have their armor reduced based on his agility.<br><br><h1>Passive: Feeding on Terror</h1> If an enemy has negative armor, Shadow Fiend deals increased damage [×] to them."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nevermore_Lore"	"Even wandering near Shadow Fiend can cause one's soul to be invaded."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nevermore_armor_down"	"%Armor Reduction: Agility x"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nevermore_armor_down_max"	"▶Maximum Armor Reduction:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_nevermore_outgoing"	"%▶Negative Armor Damage Increase:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_nevermore"	"Demon King"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_nevermore_Description"	"▶Maximum Armor Reduction: %fMODIFIER_PROPERTY_TOOLTIP% points<br>▶Negative Armor Damage Increase: %fMODIFIER_PROPERTY_TOOLTIP%%%."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_nevermore_effect"	"Reign of Terror"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_nevermore_effect_Description"	"Reduces armor by %fMODIFIER_PROPERTY_TOOLTIP% points."



"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lone_druid"	"Blessing of Nature"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lone_druid_Description"	"Passively grants healing amplification equal to your spell amplification.<br><br>When activated, blesses up to %limit% allied units within %radius%, healing them for %maxhp_heal%%% of their max health every %interval% seconds, lasting for %duration% seconds.<br><font color=\"#606060\">The cooldown of this talent's healing intervals is reduced by %cd_index%%% efficiency.</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_lone_druid_Lore"	"Great Druids can choose from many blessings, and the Blessing of Nature imbues continuous vitality."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_lone_druid_active"	"Nature's Blessing"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_lone_druid_active_Description"  "Continuously being healed"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_hoodwink"	"Acorn Shot"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_hoodwink_Description"	"Store a chestnut at regular intervals and take it when attacking and cause additional physical damage of 100%% of full attack power when hitting the target. The chestnut storage interval is 3 seconds, but reduce interval by 0.1 seconds for every 30 agilities and the shortest interval is 1 Second and chestnuts can be stored up to 20."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_hoodwink_Lore"	"Though she'll make do with almost anything, Oak and Ironwood acorns make the most effective projectiles -- and the bulk of Hoodwink's stash."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_hoodwink_Note0"	"Note:<br>affected by passive disable"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_ursa"	"Fury Swipes"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_ursa_Description"	"On attacking, applies [Furious Swipe] to the target for %duration% seconds, stacking up to %max_count% times.\n[Furious Swipe]: When attacked by Ursa, deals an additional %damage_index%% of Ursa's full attack damage as physical damage."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_ursa_Lore"	"In nature, the wounded rarely survive the attacks of hungry predators."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_luna"	"Moon's Blessing"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_luna_Description"	"Luna gains additional base attack damage and generates an hero aura effect at a certain ratio."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_luna_Lore"	"Luna blesses her allies and her weapons, allowing her to carve a bloody path through hordes of enemies."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_luna_Note0"	""
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_luna_attack"	"Base Attack Damage: Hero Level x"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_luna_index"	"% Aura Ratio:"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dragon_knight"	"Ancient dragon blood"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dragon_knight_Description"	"Increase the buffs brought by the dragon bloodline by 40%%. (Dragon skin spell damage resist effect, bonus basic health recovery armor)"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dragon_knight_Lore"	"Slyrak's blood still courses through Davion's veins, giving him twice the vitality of an ordinary knight."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_mirana"	"Starstorm Bond"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_mirana_Description"	"Mirana summons stars to strike up to %limit% enemies within a %radius% radius, dealing damage equal to her level * %lvl_damage% and stunning them for %stun_duration% seconds. Unique effects are unlocked when these heroes are present:<br><br>Mars: Starstorm grants extreme attack speed to both sides for either %attack_speed_count% attacks or %incoming_duration% seconds.<br><br>Davion: Starstorm confers %incoming_down%%% damage reduction to both teams for %incoming_duration% seconds.<br><br>Luna: Starstorm initiates Eclipse for both, dealing %moon_hp_damage%%% of enemies' max HP as damage to up to %limit% foes within a %radius% radius.<br><br>Solo Combat: Attacks have a %chance_self%%% chance to trigger Starstorm individually."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_mirana_Lore"	"Mirana realizes that bonds are the truest treasures."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_mirana_active_luna"	"Lunar Eclipse"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_mirana_active_luna_Description"  "The moon's hidden face strikes nearby foes."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_mirana_active_dragon_knight"	"Davion's Dragon Blood"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_mirana_active_dragon_knight_Description" "Gains reduced damage taken."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_mirana_active_marci"	"Marci's Frenzied Strikes"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_mirana_active_marci_Description" "Attacks at maximum speed."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_medusa"	"Stone Gaze"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_medusa_Description"	"For enemies with a 500 radius, if they follow you for more than 3 seconds, the unit will be petrified for 2 seconds, during which takes an additional 30%% physical damage. The same unit will not trigger twice within 15 seconds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_medusa_Lore"	"The beauty of Medusa is legendary."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_broodmother"	"Spawn Spiderlings"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_broodmother_Description"	"A spider hatches at regular intervals, who inherits 50%% of full attack damage and 80%% max health,  lasting for 30 seconds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_broodmother_Lore"	"Arachnia continued to nurture her offspring, even on the battlefield. Newly hatched spiderlings quickly learn how to support their mother"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_broodmother_Note0"	"Note:<br>Affected by summon strength and summon duration enhancement. "

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_grimstroke"	"The trial of painting world"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_grimstroke_Description"	"Ink of Fate receives an additional chained cast, with a %once_chance%% chance to trigger an extra chained cast. This can occur up to three times, with the probability halving each time."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_grimstroke_Lore"	"Grimstroke completes his trials in the world of picture, giving a boost to his corrupting powers."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus"	"Proficiency: Divine Thunder"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus_Description"	"Zeus periodically triggers <font color='#9370db'>Thunder Judgment</font> on up to %max% low-health enemies across the entire map.<br><br>When dealing spell damage equal to or greater than %line%%% of the target's maximum health through other means, there is a chance to gain <font color='#9370db'>Electrical Charge</font>.\n<h1><font color='#9370db'>Thunder Judgment</font></h1> Deals lightning damage and brief stun. If possible, consumes existing stacks of <font color='#9370db'>Electrical Charge</font> to reduce its cooldown."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus_Lore"	"Zeus has reclaimed his scepter, and now he possesses greater power."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus_Note0"	"<font color='#606060'>Electrical Charge has a minimum 0.3 second interval between gains.</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus_damage"	"Base Damage:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus_bonus_damage"	"▶ Bonus Damage: Primary Attribute ×"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus_chance"	"%▶ Chance to gain Electrical Charge:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_zuus_cd"	"▶ Cooldown reduction per stack of Electrical Charge:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_zuus"	"Divine Thunder"
