




"DOTA_Tooltip_ability_FellOmen_Bad_1"	"<font color=\"#f0ad4e\">The 1st Fell Omen:the sword soul of Onyx</font><br>"
"DOTA_Tooltip_modifier_FellOmen_Bad_16_effect"                   "Mana Void"
"DOTA_Tooltip_modifier_FellOmen_Bad_16_effect_Description"       "will be backfired when using spells" 

"DOTA_Tooltip_modifier_FellOmen_Bad_17_infest_effect"                   "Infested"
"DOTA_Tooltip_modifier_FellOmen_Bad_17_infest_effect_Description"       "Parasitized by some kind of organism" 

"DOTA_Tooltip_modifier_FellOmen_Bad_18_effect"                   "Duel"
"DOTA_Tooltip_modifier_FellOmen_Bad_18_effect_Description"       "Fight with me!" 


"DOTA_Tooltip_modifier_FellOmen_Bad_18_buff"                   "Duel"
"DOTA_Tooltip_modifier_FellOmen_Bad_18_buff_Description"       "Increase attack damage" 



