"HUD_player_artifact_Title" "Artifact: <font color=\"#6de2c5\">{s:ability_owner}</font>"
"DOTA_Tooltip_ability_item_hd_rot_snake_effects"	"Ouroboros of Lies"
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_main_ability_title"	"Passive: Phantom Decay"
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_main_ability"	"Every %interval% seconds, emits <font color='#9370db'>Putrid Breath</font>, corrupting yourself and all units within %radius% range. Affected units take %incoming%%% increased damage for %duration% seconds.<br><br>Each unit affected by <font color='#9370db'>Putrid Breath</font> grants you %atb% points of all primary attributes."
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_Lore"	"What is seen must be true."
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_health_pct"	"%+$health_pct"                 
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_additional_1"	"【Self-Contained】The damage amplification from <font color='#9370db'>Putrid Breath</font> is increased to %incoming_1%%%, and its effect on yourself is halved."
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_additional_2"	"【Rot Intensifies】<font color='#9370db'>Putrid Breath</font> reduces the affected unit's attack damage by %down_2%%% 【+】."
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_additional_3"	"【Phantom Venom】Units affected by <font color='#9370db'>Putrid Breath</font> take %poison_3%%% more poison damage 【+】 and all damage you deal to poisoned enemies is increased by %poison_3%%% [×]."
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_additional_4"	"【Liar's Realm】<font color='#9370db'>Putrid Breath</font> applies poison equal to %poison_maxhp_4%%% of your max health or %poison_hp_4%%% of your current health (whichever is higher)."
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_additional_7"	"【Realm of Lies+】<font color='#9370db'>Rotting Breath</font> no longer applies the vulnerability effect to yourself, applies half of the poison effect to yourself, and does not apply poison to other allied units""DOTA_Tooltip_modifier_item_hd_rot_snake_effects"	"Phantom Decay"
"DOTA_Tooltip_ability_item_hd_rot_snake_effects_additional_10" "【Pinnacle Perfection】<font color='#9370db'>Phantom Rot</font> no longer affects the wearer, contamination area expanded to %radius_10%%, <font color='#9370db'>Rot Intensified</font>'s attack damage reduction effect increased to %down_10%%%"
"DOTA_Tooltip_modifier_item_hd_rot_snake_effects_Description"	"All primary attributes increased by %dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_modifier_item_hd_rot_snake_effects_debuff"	"Putrid Decay"
"DOTA_Tooltip_modifier_item_hd_rot_snake_effects_debuff_Description"	"Incoming damage increased by %fMODIFIER_PROPERTY_TOOLTIP%%%<br>Attack damage reduced by %dMODIFIER_PROPERTY_TOOLTIP%%%<br>Poison damage taken increased by %dMODIFIER_PROPERTY_TOOLTIP%%%"

"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects" "Dragon Ball Detector"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_main_ability_title" "Passive: Dragon Ball Seeker"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_main_ability" "Every %interval% seconds, a Dragon Ball appears on the map and lasts for %duration% seconds. Approach it to absorb it. Collect all seven Dragon Balls to summon Shenron, granting a random permanent bonus to either your entire team or yourself. In multiplayer games, each additional player holding this Relic slightly reduces the team-wide bonus from Shenron."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_Lore" "[Community Submission] Designed by player [Sakuramichi Luna]. Available as a drop after May 1, 2026 (Beijing Time) and now purchasable."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_bonus_vision" "+$vision"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_additional_1" "【Dragon's Might】When Shenron is summoned, enemies within %radius_1% range are stunned for %duration_1% seconds."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_additional_2" "【Precision Maintenance】Reduces this Relic’s level requirement by %additional_2_level_require%. Increases Shenron’s stat-boost effect by %bonus_2%%% [+]"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_additional_3" "【Rapid Locator】Reduces the Dragon Ball Seeker interval to %interval_3% seconds."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_additional_4" "【Internalization】Upon summoning Shenron, permanently gain %atb_3% All Attributes."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_additional_7" "【Dragon Vein】Reduces this Relic’s level requirement by %additional_7_level_require%. Summoning Shenron has a %chance_7%%% chance to instantly refund one Dragon Ball."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_3_effects_additional_10" "【Peak Mastery】Dragon Ball spawn locations are now closer to heroes and grant vision. Summoning Shenron now also instantly removes %cut_10%%% of all enemies’ maximum HP (only 20% against bosses)."  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects" "Dragon Ball"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_lv40" "Internalization"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_lv40_Description" "All Attributes increased by %dMODIFIER_PROPERTY_TOOLTIP%"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_buff_1" "Shenron’s Breath"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_buff_1_Description" "Damage dealt increased by %dMODIFIER_PROPERTY_TOOLTIP%%%"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_buff_2" "Shenron’s Blood"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_buff_2_Description" "Damage taken reduced by %dMODIFIER_PROPERTY_TOOLTIP%%%"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_buff_3" "Shenron’s Soul"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_3_effects_buff_3_Description" "Total damage dealt increased by %dMODIFIER_PROPERTY_TOOLTIP%%%"
/////////////////////////////////////////////// Mythical Quality: Level Requirement 24 ///////////////////////////////////////

"DOTA_Tooltip_ability_item_hd_godfire_effects"	"Moonfire Blade"  
"DOTA_Tooltip_ability_item_hd_godfire_effects_main_ability_title"	"Passive: Divine Flame Weapon"  
"DOTA_Tooltip_ability_item_hd_godfire_effects_main_ability"	"Gains additional attack damage equal to your full attack damage × %bonus_attack%%%."  
"DOTA_Tooltip_ability_item_hd_godfire_effects_Lore"	"It's not moonlight wrapped around this sword — this sword itself *is* the moonlight."  
"DOTA_Tooltip_ability_item_hd_godfire_effects_bonus_damage"	"%+$damage"  
"DOTA_Tooltip_ability_item_hd_godfire_effects_additional_1"	"【Divine Flame Empowerment】 Increases the bonus damage multiplier to %bonus_attack_1%%%"  
"DOTA_Tooltip_ability_item_hd_godfire_effects_additional_2"	"【Solar Dial】 Gains attack damage equal to your max mana × %mana_attack_2%%%, and your basic attacks are guaranteed to hit"  
"DOTA_Tooltip_ability_item_hd_godfire_effects_additional_3"	"【Flame Walker】 Your basic attacks have a %chance_3%%% chance to apply fire damage modifiers"  
"DOTA_Tooltip_ability_item_hd_godfire_effects_additional_4"	"【Moon Awakening】 Killing a unit permanently increases your attack damage by %attack_grow%, up to a maximum of %attack_grow_max%. Also reduces this item’s level requirement by %additional_4_level_require%"  
"DOTA_Tooltip_ability_item_hd_godfire_effects_additional_7"	"【Moon Awakening+】<font color='#9370db'>Moon Awakening</font> no longer limits kill sources, growth speed doubled, maximum growth increased to %attack_grow_max_7% points" 
"DOTA_Tooltip_ability_item_hd_godfire_effects_additional_10" "【Pinnacle Perfection】<font color='#9370db'>Moon Awakening</font> immediately gains %stack_10% bonus upon the first monster's death, subsequent elite deaths provide %index_10%x stacking bonus directly"

"DOTA_Tooltip_ability_item_hd_douqi_effects"	"Thunderous Lion's Might"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_main_ability_title"	"Passive: Thunder Accumulation"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_main_ability"	"Gains %stack% Douqi points when using <font color='#9370db'>Quick Step</font>, <font color='#9370db'>Dash</font>, <font color='#9370db'>Domain</font>, or <font color='#9370db'>Arrow Deflection</font>, up to a maximum of %stack_max% points.<br><br>When dealing non-basic-attack martial arts damage, consumes all Douqi points to increase your martial arts damage dealt for %duration% seconds. The increase equals %phy_outgoing%%% per point consumed [×]."  
"DOTA_Tooltip_ability_item_hd_douqi_effects_Lore"	"A legendary helmet from Xuzan that converts a martial artist’s Douqi into thunder, further enhancing physical capabilities."  
"DOTA_Tooltip_ability_item_hd_douqi_effects_bonus_spell_lifesteal"	"%+$spell_lifesteal"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_additional_1"	"【Douqi Storage】 Maximum Douqi storage increased to %stack_max_1%. Attacking refunds %cdback_1% seconds of remaining cooldown on <font color='#9370db'>Dash</font> and <font color='#9370db'>Domain</font>"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_additional_2"	"【Mighty Thunder Lion】 Each Douqi point now increases outgoing damage by %phy_outgoing_2%%%. When consuming Douqi, each point has a %chance_max_2%%% chance to refund %cost_back_2% Douqi points immediately"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_additional_3"	"【Surging Thunder】 Maximum Douqi storage increased to %stack_max_3%. If you consume %cost_3% Douqi within %time_3% seconds, instantly resets the cooldown of <font color='#9370db'>Piercing Strike</font> and <font color='#9370db'>Crescent Moon Slash</font>"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_additional_4"	"【Ultimate Mastery】 Killing an enemy grants %stack_4% Douqi points (once every %interval_4% seconds).<br><br>Your <font color='#9370db'>Penetrate</font>, <font color='#9370db'>Dragon Fang Dash</font>, <font color='#9370db'>Piercing Strike</font>, and <font color='#9370db'>Crescent Moon Slash</font> are also treated as lightning damage"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_additional_7"	"【Martial Arts Mastery】 When removing this relic, if you still have an open skill slot, learn <font color='#9370db'>Martial Training</font>"  
"DOTA_Tooltip_ability_item_hd_douqi_effects_additional_10" "【Pinnacle Perfection】The equipment requirement level for this relic is reduced by %additional_10_level_require% levels. The damage bonus from Qi Aura against <font color='#6481d9'>Electrified</font> units increased by %outgoing_10%%% [+] "
"DOTA_Tooltip_modifier_item_hd_douqi_effects_buff1"	"Thunderous"  
"DOTA_Tooltip_modifier_item_hd_douqi_effects_buff1_Description"	"Increased martial arts damage"  
"DOTA_Tooltip_modifier_item_hd_douqi_effects_buffcheck"	"Surging Thunder"  
"DOTA_Tooltip_modifier_item_hd_douqi_effects_buffcheck_Description"	"Douqi points consumed"  

"DOTA_Tooltip_ability_item_hd_future_stone_effects"	"Omniscient Tablet"  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_main_ability_title"	"Passive: Vision of Eternity"  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_main_ability"	"Unlocks true sight vision. Every %interval% seconds, marks up to %max% enemies in vision range, increasing the damage they take by %incoming%%%, non-stacking."  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_Lore"	"This tablet cannot be used for playing cards. Seriously."  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_bonus_vision"	"+$vision"  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_additional_1"	"【Clear Defense】 <font color='#9370db'>Vision of Eternity</font> also marks nearby allied heroes, reducing the damage they take by %incoming_1%%%, non-stacking"  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_additional_2"	"【Mind Reading】 When <font color='#9370db'>Vision of Eternity</font> triggers, reduces the <font color='#9370db'>Epiphany</font> timer of other nearby allied heroes by %insight_time_2% seconds (not shown on panel)"  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_additional_3"	"【Eye From Behind】 While in low attack priority, the damage taken increase from <font color='#9370db'>Vision of Eternity</font> becomes %incoming_3%%%, and <font color='#9370db'>Mind Reading</font> reduction becomes %insight_time_3% seconds"  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_additional_4"	"【Star of Omniscience】 Reduces this relic’s level requirement by %additional_4_level_require%.<br><br>When removed, if you're in low attack priority and both you and the nearest visible ally hero have open skill slots, learn <font color='#9370db'>Epiphany</font>"  
"DOTA_Tooltip_ability_item_hd_future_stone_effects_additional_7"	"【Self Clarity】 <font color='#9370db'>Mind Reading</font> now also affects your own <font color='#9370db'>Epiphany</font> timer"
"DOTA_Tooltip_ability_item_hd_future_stone_effects_additional_10" "【Pinnacle Perfection】When <font color='#9370db'>Epiphany</font> is successfully completed while this relic is equipped, permanently gain an additional %bonus_10%%% Proficiency and %bonus_10%%% Damage Increase [+]"  
"DOTA_Tooltip_modifier_item_hd_future_stone_effects_debuff"	"Increased Damage Taken"  
"DOTA_Tooltip_modifier_item_hd_future_stone_effects_buff"	"Damage Reduction"  
"DOTA_Tooltip_modifier_item_hd_future_stone_effects_lv100"	"damage and proficiency up"

"DOTA_Tooltip_ability_item_hd_ice_slash_effects"	"Bloodbite Blade"  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_main_ability_title"	"Passive: Fracture Wound"  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_main_ability"	"Attacks have a %chance%%% chance to deal %crit_mult%%% critical strike damage and apply <font color='#9370db'>Lacerate</font> to the target, increasing physical damage they take by %incoming%%%, lasting %duration% seconds."  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_Lore"	"It appears almost alive. The ominous blood has already turned black — it’s a weapon that needs to be fed."  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_bonus_attack"	"+$attack"  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_additional_1"	"【Precision】 Increases trigger chance of <font color='#9370db'>Fracture Wound</font> by %chance_1%%% 【+】 when attacking <font color='#9370db'>Lacerated</font> targets, but does not reapply <font color='#9370db'>Lacerate</font>"  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_additional_2"	"【Deep Laceration】 Increases <font color='#9370db'>Lacerate</font>'s physical vulnerability to %incoming_2%%%, duration increased to %duration_2% seconds"  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_additional_3"	"【Bloodletting】 Critical strikes from <font color='#9370db'>Fracture Wound</font> grant %steal_3%%% lifesteal, which doubles if your HP is below %line_3%%%"  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_additional_4"	"【Bloody Hunger】 <font color='#9370db'>Fracture Wound</font> releases a wave of blood forward, applying <font color='#9370db'>Bloodbite</font> to enemies hit for %duration_4% seconds. Attacking <font color='#9370db'>Bloodbitten</font> enemies guarantees a %crit_mult_4%%% critical strike. Blood wave can only trigger once every %cd_4% seconds."  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_additional_7"	"【Increased Appetite】 Base critical strike chance of <font color='#9370db'>Fracture Wound</font> increased to %chance_7%%%"  
"DOTA_Tooltip_ability_item_hd_ice_slash_effects_additional_10"	"【Pinnacle Mastery】Bloodthirsty Red Cherry gains increased projectile speed, and its critical strike multiplier becomes %crit_mult_10%%%."
"DOTA_Tooltip_modifier_item_hd_ice_slash_effects_lv40"	"Bloodbite"  
"DOTA_Tooltip_modifier_item_hd_ice_slash_effects_debuff"	"Lacerate"  
"DOTA_Tooltip_modifier_item_hd_ice_slash_effects_debuff_Description"	"Increases physical damage taken by %dMODIFIER_PROPERTY_TOOLTIP%%%"  

"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects"	"Stellar Orbit Cloak"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_main_ability_title"	"Passive: Mental Focus"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_main_ability"	"Gains a shield equal to %mp_index%%% of your max mana. This shield rapidly regenerates if you take no enemy damage for %time% seconds."  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_Lore"	"One theory states that human consciousness is a reflection of the universe — this cloak was inspired by that belief."  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_bonus_mana_regen"	"+$mana_regen"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_additional_1"	"【Mental Reflection】 Shield value increased to %mp_index_1%%%"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_additional_2"	"【Main Sequence Evolution】 When the <font color='#9370db'>Mental Focus</font> shield is full, grants an additional %spell_amp_2%%% spell amplification"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_additional_3"	"【Meditation】 Shield recharge time reduced to %time_3% seconds"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_additional_4"	"【Mental Evolution】 Killing an enemy restores %recharge_4%%% of lost shield"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_additional_7"	"【Focus】 If the <font color='#9370db'>Mental Focus</font> shield exceeds %line_7%%% of your max mana, gain +%outgoing_7%%% outgoing damage [×]"  
"DOTA_Tooltip_ability_item_hd_sunmoon_cloth_effects_additional_10" "【Pinnacle Mastery】<font color='#9370db'>Mental Focus</font> maximum shield increased by (Intelligence × %int_10%) points, and the time required before shield regeneration begins is reduced to %time_10% seconds."
"DOTA_Tooltip_modifier_item_hd_sunmoon_cloth_effects"	"Mental Focus Shield"  

"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects"	"Wiseblade"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_main_ability_title"	"Passive: Wisdom in Motion"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_main_ability"	"Every %need% points of (Agility + Intelligence) grants one stack of <font color='#9370db'>Wisdom in Motion</font>: each stack increases attack speed by %attack_speed%%% and spell amplification by %spell_amp%%%, up to %stack_max% stacks."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_Lore"	"【Player Submission】: Submitted by player 【Sakurako Luna】. Available via drop after May 25, 2025 (Beijing Time), now available for purchase."  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_bonus_int"	"+$int"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_bonus_agi"	"+$agi"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_additional_1"	"【Thunderstep】 On basic attack hit, deals (Agility + Intelligence) × %damage_1% lightning magic damage. Can only trigger once every %cd_1% seconds. Hitting reduces remaining cooldown by %time_reduce_1%%%"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_additional_2"	"【Agility & Intelligence Mastery】 If Intelligence is above %int_line_2%, <font color='#9370db'>Wisdom in Motion</font> stack cap increases to %stack_max_2%. If Agility is above %agi_line_2%, <font color='#9370db'>Thunderstep</font> applies a debuff reducing the target’s damage resistance by %defense_down_2%%% for %duration_2% seconds before activating"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_additional_3"	"【Integration】 Reduces this relic’s level requirement by %additional_3_level_require%. Every %int_line_3% points of Intelligence increases your lightning damage by %outgoing_3%%% 【+】"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_additional_4"	"【Lightning Agility】 Every %int_line_3% points of Agility reduces <font color='#9370db'>Thunderstep</font>’s trigger interval by %cd_reduce_4% seconds, down to a minimum of %cd_4% seconds. Killing a unit affected by <font color='#9370db'>Agility & Intelligence Mastery</font> triggers <font color='#9370db'>Thunderstep</font> on up to %max_4% enemies within %radius_4% range"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_additional_7"	"【Wisdom in Motion+】 Maximum stacks of <font color='#9370db'>Wisdom in Motion</font> increased %stack_max_7%"  
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_effects_additional_10" "【Pinnacle Mastery】<font color='#9370db'>Agility & Intelligence Mastery</font> no longer has attribute requirements, and <font color='#9370db'>Integration</font> always uses the higher of your Agility or Intelligence."
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_effects_lv20"	"Thunderstep"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_effects_lv20"	"Damage Taken Increased"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_effects"	"Wisdom in Motion"  
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_effects_Description"	"Attack Speed increased by %fMODIFIER_PROPERTY_TOOLTIP%%%<br>Spell Amplification increased by %fMODIFIER_PROPERTY_TOOLTIP%%%"  

"DOTA_Tooltip_ability_item_hd_light_dark_effects"	"Chase of Light and Dark"  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_main_ability_title"	"Passive: Fusion"  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_main_ability"	"Gains %cost_get% trigger points when dealing Holy or Dark magic damage.<br><br>If there is an enemy within %radius% range, consume %cost% trigger points to cast <font color='#9370db'>Light-Dark Devour</font>, instantly dealing Primary Attribute × %damage% Holy magic damage and applying a debuff that deals Primary Attribute × %damage_dot% Dark magic damage over %duration% seconds.<br><br><font color='#9370db'>Light-Dark Devour</font> has a minimum interval of %interval% seconds. Reapplying combines remaining damage."  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_Lore"	"You/I know well — this is a cycle that can never truly touch itself. Only death separates, and liberates."  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_spell_amp"	"%+$spell_amp"  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_additional_1"	"【Holy Reinforcement】 Increases direct damage of <font color='#9370db'>Light-Dark Devour</font> to Primary Attribute × %damage_1%"  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_additional_2"	"【Dark Reinforcement】 Increases the sustained damage of <font color='#9370db'>Light-Dark Devour</font> to Primary Attribute × %damage_dot_2%"  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_additional_3"	"【Intertwined】 Has a %chance_3%%% chance to automatically cast a free <font color='#9370db'>Light-Dark Devour</font> when dealing Holy or Dark magic damage"  
"DOTA_Tooltip_ability_item_hd_light_dark_effects_additional_4"	"【Twin Finale】 When any allied hero dies, cast <font color='#9370db'>Light-Dark Devour</font> on enemies within %radius_4% range of them"
"DOTA_Tooltip_ability_item_hd_light_dark_effects_additional_7" "【Twin Finale+】<font color='#9370db'>Twin Finale</font> automatically triggers around the user every %interval_7% seconds, affecting enemies within a %radius% range."
"DOTA_Tooltip_ability_item_hd_light_dark_effects_additional_10" "【Peak Mastery】<font color='#9370db'>Light-Dark Soulrend</font> merges into a single instance of Holy and Dark damage, dealing damage equal to %damage_10%%% of the combined total."

"DOTA_Tooltip_ability_item_hd_arcane_shard_effects" "Arcane Shard"
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_main_ability_title" "Passive: Arcane Burst"
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_main_ability" "The first instance of spell damage dealt to an enemy is increased by %outgoing%%% [×]. Indirect damage does not trigger this effect."
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_Lore" "You don’t know where it came from—perhaps a fragment of some distant celestial body?"
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_bonus_spell_amp" "%+$spell_amp"
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_additional_1" "【Energy Residue】<font color='#9370db'>Arcane Burst</font> grants +%atb_1% All Attributes for %duration_1% seconds."
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_additional_2" "【Mana Excavation】+%spell_amp_2%%% Spell Amplification."
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_additional_3" "【Detonation】When the target’s health is above %line_3%%%, the bonus from <font color='#9370db'>Arcane Burst</font> increases to %outgoing_3%%%."
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_additional_4" "【Polyphony】<font color='#9370db'>Arcane Burst</font> can re-trigger on the same enemy every %time_4% seconds."
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_additional_7" "【Arcane Revelation】While <font color='#9370db'>Arcane Burst</font> is on cooldown, enemies’ magic resistance is reduced by %magic_res_7%%%."
"DOTA_Tooltip_ability_item_hd_arcane_shard_effects_additional_10" "【Pinnacle Mastery】+%spell_amp_10%%% Spell Amplification. The threshold for <font color='#9370db'>Detonation</font> changes to %line_10%%%, and when triggered, it stuns the enemy for %duration_10% seconds <font color='#9370db'>[Status Resistance applies at 50% effectiveness]</font>."
"DOTA_Tooltip_modifier_item_hd_arcane_shard_effects" "Arcane Burst"
"DOTA_Tooltip_modifier_item_hd_arcane_shard_effects_Description" "All Attributes Increased"
"DOTA_Tooltip_modifier_item_hd_arcane_shard_effects_cd" "Arcane Burst on Cooldown"
"DOTA_Tooltip_modifier_item_hd_arcane_shard_effects_Description" "Arcane Burst Already Triggered"
/////////////////////////////////////////////// Immortal Quality: Level Requirement 30 //////////////////////////////////////
"DOTA_Tooltip_ability_item_hd_starstaff_effects"	"Starstone Singularity Staff"
"DOTA_Tooltip_ability_item_hd_starstaff_effects_main_ability_title" "Passive: Starstone Comet"
"DOTA_Tooltip_ability_item_hd_starstaff_effects_main_ability"	"Gain %trigger% trigger points per second.<br><br>When enemies are within %radius% around you, consume %cost% trigger points to launch a comet strike against them, dealing main attribute × %damage% pure magic damage in a %aoe_radius% radius area. The minimum trigger interval is %interval% seconds."
"DOTA_Tooltip_ability_item_hd_starstaff_effects_Lore"	"Comet Yazle, a legendary spell, now contained within a staff by the singularity."
"DOTA_Tooltip_ability_item_hd_starstaff_effects_bonus_spell_amp"	"%+$spell_amp"
"DOTA_Tooltip_ability_item_hd_starstaff_effects_additional_1"	"【Singularity Magic Conversion】<font color='#9370db'>Starstone Comet</font> now has a base damage equal to %mp_damage_1%%% of your maximum mana."
"DOTA_Tooltip_ability_item_hd_starstaff_effects_additional_2"	"【Starstone Might】Trigger points gained per second increased to %trigger_2%, <font color='#9370db'>Starstone Comet</font> damage increased to main attribute × %damage_2%"
"DOTA_Tooltip_ability_item_hd_starstaff_effects_additional_3"	"【Icestone】Consumed trigger points reduced to %cost_3%, and <font color='#9370db'>Starstone Comet</font> becomes ice and pure damage type"
"DOTA_Tooltip_ability_item_hd_starstaff_effects_additional_4"	"【Mana Siphon】<font color='#9370db'>Starstone Comet</font> refunds %cost_back_4%%% of consumed trigger points when killing an enemy"
"DOTA_Tooltip_ability_item_hd_starstaff_effects_additional_7"	"【Shattering Impact】Enemies hit by <font color='#9370db'>Starstone Comet</font> will be afflicted with Break status <font color='#9370db'>【Status resistance 100%%】</font>, lasting for %duration_7% seconds"
"DOTA_Tooltip_ability_item_hd_starstaff_effects_additional_10" "【Celestial Meteor Storm】Increases the number of <font color='#9370db'>Luminous Comets</font> by %num_10%. Additional comets do not consume trigger charges."
"DOTA_Tooltip_modifier_item_hd_starstaff_effects_lv70"	"Shattering Impact"
"DOTA_Tooltip_modifier_item_hd_starstaff_effects_lv70_Description"	"Passive break"

"DOTA_Tooltip_ability_item_hd_snake_knife_effects"	"Spirit Snake Dagger"
"DOTA_Tooltip_ability_item_hd_snake_knife_effects_main_ability_title" "Passive: Snake Strike"
"DOTA_Tooltip_ability_item_hd_snake_knife_effects_main_ability"	"When killing a unit, release snakes toward up to %max% nearest enemies within %radius% range of you, reducing their %spell_amp_down%%% Spell Amplification 【+】 for %duration% seconds. Minimum trigger interval is %cd% seconds."
"DOTA_Tooltip_ability_item_hd_snake_knife_effects_Lore"	"A new year relic introduced for the 2025 Year of the Snake, wishing everyone a happy new year and good fortune."
"DOTA_Tooltip_ability_item_hd_snake_knife_effects_bonus_outgoing_add"	"%+$outgoing_add"
"DOTA_Tooltip_ability_item_hd_snake_knife_effects_additional_1"	"【Emerald Bite】When the snake hits, applies poison stacking equal to %poison_hp_1%%% of the target's maximum HP"
"DOTA_Tooltip_ability_item_hd_snake_knife_effects_additional_2"	"【Snake Strike+】Spell amplification reduction effect increased to %spell_amp_down_2%%%, and restores %mana_2%%% of your maximum mana upon hitting enemies"
"DOTA_Tooltip_ability_item_hd_snake_knife_effects_additional_3"	"【Snake Blessings】<font color='#9370db'>Snake Strike</font> also affects yourself and up to %max_3% allied heroes nearby, giving them lucky red envelopes containing between %gold_min_3% to %gold_max_3% gold"
